Age Range,RemoteWork,EdLevel,YearsCode,DevType,OrgSize,Country,ICorPM,WorkExp,Industry,TotalComp
50,Remote,Bachelors,27,"Developer, full-stack",250,United States of America,Individual contributor,27,Retail and Consumer Services,220000
30,Remote,Masters,15,"Developer, back-end",10000,United States of America,,0,Other,315000
20,In-person,Bachelors,9,"Developer, full-stack",50,United States of America,Individual contributor,4,Healthcare,95000
30,Remote,Bachelors,15,"Engineer, site reliability",7500,Colombia,Individual contributor,7,Software Development,50000
40,Remote,Bachelors,28,Cloud infrastructure engineer,1,United States of America,,0,Other,40000
20,In-person,Bachelors,10,"Developer, AI",5,United States of America,,0,Other,90000
60,Remote,Associates,20,"Developer, full-stack",1,United States of America,,0,Other,36000
50,Remote,Masters,5,"Developer, back-end",250,United States of America,,0,Other,100000
50,Remote,Bachelors,28,"Developer, full-stack",10000,United States of America,Individual contributor,28,Retail and Consumer Services,110000
30,Remote,Bachelors,10,"Developer, back-end",10000,United States of America,,0,Other,165000
30,Hybrid,Some college,9,"Developer, back-end",50,United States of America,,0,Other,205000
30,Remote,Bachelors,9,"Developer, full-stack",15,United States of America,Individual contributor,7,Media & Advertising Services,97000
20,Hybrid,Bachelors,11,"Developer, full-stack",250,United States of America,Individual contributor,5,Higher Education,74000
60,Remote,Associates,45,"Developer, full-stack",10000,United States of America,Individual contributor,46,Retail and Consumer Services,143000
40,Remote,Bachelors,20,"Developer, full-stack",50,United States of America,Individual contributor,12,Internet Telecomm or Information Services,110000
40,Remote,Bachelors,17,Developer Experience,500 to 999,United States of America,Individual contributor,13,Other,210000
30,Hybrid,Masters,11,"Developer, full-stack",250,United States of America,Individual contributor,8,Healthcare,160000
20,Remote,Some college,4,"Engineer, site reliability",10000,United States of America,Individual contributor,9,Higher Education,80000
30,Hybrid,Associates,15,"Developer, full-stack",50,United States of America,Individual contributor,15,Other,80000
50,Hybrid,Bachelors,30,Cloud infrastructure engineer,10000,United States of America,Individual contributor,19,Government,115000
20,In-person,Bachelors,6,"Developer, game or graphics",15,Turkey,Individual contributor,2,Software Development,14400
30,Remote,Some college,22,"Senior Executive (C-Suite, VP, etc.)",50,Ukraine,People manager,20,Software Development,150000
40,Hybrid,Masters,25,"Developer, full-stack",250,United States of America,Individual contributor,16,Other,150000
30,Remote,Associates,7,"Developer, full-stack",50,Germany,Individual contributor,5,Retail and Consumer Services,71500
40,Remote,Bachelors,27,"Developer, back-end",250,United States of America,Individual contributor,20,Healthcare,180000
40,Remote,Bachelors,20,"Developer, full-stack",50,United States of America,Individual contributor,20,Software Development,135000
40,Remote,Masters,13,Research & Development role,50,United States of America,Individual contributor,10,Software Development,225000
40,Remote,Bachelors,0,Other,25,Singapore,,0,Other,160000
50,Remote,Bachelors,27,"Developer, full-stack",50,United States of America,,0,Other,220000
50,Remote,Professional degree,25,"Developer, full-stack",5,United States of America,,0,Other,130000
40,Remote,Bachelors,30,"Developer, full-stack",10000,United States of America,Individual contributor,28,Software Development,152000
50,Remote,Masters,25,"Developer, back-end",10000,United States of America,Individual contributor,26,Software Development,380000
30,Remote,Associates,10,System administrator,250,United States of America,Individual contributor,8,Insurance,90000
30,Remote,Bachelors,14,DevOps specialist,250,United States of America,,0,Other,150000
30,Hybrid,Masters,10,DevOps specialist,10000,United States of America,Individual contributor,6,Manufacturing,160000
20,Remote,Secondary school,4,"Developer, full-stack",50,Ukraine,Individual contributor,1,Software Development,10200
60,Remote,Bachelors,48,"Developer, mobile",1,United States of America,,0,Other,240000
40,Remote,Bachelors,26,"Developer, mobile",500 to 999,United States of America,,0,Other,227000
40,Remote,Professional degree,14,Research & Development role,10000,United States of America,,0,Other,150000
40,Remote,Some college,25,"Developer, back-end",50,United States of America,Individual contributor,26,Software Development,180000
50,Hybrid,Masters,27,"Developer, desktop or enterprise applications",7500,United States of America,Individual contributor,23,Manufacturing,136000
50,Remote,Bachelors,32,"Developer, back-end",10000,United States of America,Individual contributor,22,Software Development,220000
30,Hybrid,Secondary school,5,"Developer, AI",50,Israel,Individual contributor,4,Software Development,230000
50,Remote,Bachelors,29,"Developer, full-stack",15,United States of America,Individual contributor,29,Other,112000
20,Remote,Bachelors,10,Other,250,United States of America,,0,Other,100000
50,Remote,Bachelors,18,"Developer, back-end",250,United States of America,Individual contributor,17,Software Development,98000
60,Remote,Bachelors,21,"Developer, full-stack",250,United States of America,Individual contributor,40,Banking or Financial Services,85535
30,Hybrid,Masters,14,DevOps specialist,2500,United States of America,Individual contributor,10,Other,160000
40,Remote,Bachelors,27,"Developer, mobile",10000,United States of America,Individual contributor,20,Software Development,250000
60,Remote,Some college,41,"Developer, full-stack",10000,United States of America,Individual contributor,41,Healthcare,160000
50,Remote,Some college,23,"Developer, back-end",2500,United States of America,,0,Other,350000
50,Remote,Masters,34,"Developer, back-end",50,United States of America,Individual contributor,29,Software Development,175000
50,Remote,Bachelors,34,"Senior Executive (C-Suite, VP, etc.)",250,United States of America,People manager,34,Energy,400000
30,Remote,Bachelors,11,Other,50,Sri Lanka,Individual contributor,6,Software Development,56000
30,Remote,Bachelors,10,"Developer, full-stack",7500,United States of America,Individual contributor,11,Manufacturing,89000
30,Hybrid,Masters,7,Scientist,5,United States of America,Individual contributor,3,Higher Education,40000
30,Remote,Masters,15,"Developer, mobile",7500,Ukraine,Individual contributor,9,Retail and Consumer Services,95000
40,Remote,Bachelors,22,"Developer, full-stack",250,United States of America,Individual contributor,18,Other,190000
60,Remote,Bachelors,29,Other,10000,United States of America,Individual contributor,33,Banking or Financial Services,181000
40,Hybrid,Secondary school,20,"Developer, back-end",500 to 999,United States of America,,0,Other,207000
30,Remote,Bachelors,13,"Developer, mobile",50,United States of America,Individual contributor,8,Software Development,160000
30,Remote,Bachelors,7,"Developer, full-stack",15,United States of America,,0,Other,195000
30,Hybrid,Bachelors,3,"Developer, full-stack",2500,United States of America,,0,Other,65001
30,In-person,Some college,8,"Developer, front-end",5,United States of America,Individual contributor,7,Software Development,65000
20,Hybrid,Bachelors,5,"Developer, full-stack",10000,United States of America,,0,Other,130000
40,Remote,Masters,12,"Developer, full-stack",10000,United States of America,Individual contributor,8,Software Development,235000
40,Hybrid,Some college,20,Engineering manager,250,United States of America,People manager,10,Retail and Consumer Services,190000
50,Remote,Masters,28,"Senior Executive (C-Suite, VP, etc.)",50,Pakistan,People manager,25,Software Development,85000
60,Hybrid,Some college,43,"Developer, desktop or enterprise applications",50,United States of America,Individual contributor,43,Software Development,170000
40,Remote,Some college,15,"Developer, full-stack",50,United States of America,Individual contributor,15,Software Development,150000
20,Hybrid,Masters,5,"Developer, full-stack",7500,United States of America,Individual contributor,2,Banking or Financial Services,110000
70,In-person,Bachelors,40,"Developer, embedded applications or devices",10000,United States of America,,0,Other,184000
60,Remote,Bachelors,42,"Developer, back-end",2500,United States of America,Individual contributor,41,Software Development,240000
30,Remote,Bachelors,14,Developer Experience,1,India,,0,Other,135000
30,Remote,Bachelors,13,"Senior Executive (C-Suite, VP, etc.)",15,"Iran, Islamic Republic of...",Individual contributor,13,Retail and Consumer Services,18000
30,Hybrid,Bachelors,14,"Developer, full-stack",7500,United States of America,Individual contributor,14,Software Development,320000
30,Remote,Some college,15,"Developer, full-stack",10000,Argentina,,0,Other,60000
40,Remote,Some college,5,"Developer, full-stack",50,United States of America,Individual contributor,18,Other,102000
30,Remote,Some college,12,"Developer, back-end",50,United States of America,,0,Other,260000
50,Remote,Bachelors,25,"Developer, back-end",2500,United States of America,Individual contributor,25,Software Development,265000
30,Remote,Bachelors,6,"Developer, front-end",5,United States of America,Individual contributor,2,Software Development,40000
20,Hybrid,Masters,7,"Developer, front-end",50,Ukraine,,0,Other,26000
30,Remote,Bachelors,7,"Developer, full-stack",50,United States of America,Individual contributor,3,Government,105000
50,Remote,Bachelors,27,"Developer, full-stack",2500,United States of America,Individual contributor,22,Transportation or Supply Chain,125000
40,Remote,Some college,15,"Developer, full-stack",250,United States of America,Individual contributor,14,Other,105000
20,Remote,Bachelors,4,"Developer, back-end",10000,Colombia,Individual contributor,2,Higher Education,30000
40,Hybrid,Bachelors,8,"Developer, back-end",2500,United States of America,Individual contributor,8,Internet Telecomm or Information Services,150000
60,In-person,Bachelors,41,Hardware Engineer,50,United States of America,Individual contributor,36,Manufacturing,240000
30,In-person,Bachelors,7,"Developer, back-end",250,United States of America,Individual contributor,2,Software Development,88000
30,Remote,Associates,4,"Developer, full-stack",1,United States of America,,0,Other,78000
50,Hybrid,Masters,42,"Developer, embedded applications or devices",50,United States of America,,0,Other,160000
40,Hybrid,Bachelors,13,"Developer, full-stack",250,United States of America,Individual contributor,11,Insurance,170000
30,In-person,Masters,15,Data scientist or machine learning specialist,250,United States of America,People manager,10,Fintech,190000
40,Remote,Associates,8,"Developer, front-end",250,United States of America,,0,Other,107000
40,Remote,Some college,22,"Developer, full-stack",250,United States of America,,0,Other,160000
30,Remote,Some college,13,"Senior Executive (C-Suite, VP, etc.)",5,United States of America,Individual contributor,15,Manufacturing,113000
30,In-person,Bachelors,9,"Developer, full-stack",50,United States of America,Individual contributor,3,Software Development,55000
60,Hybrid,Bachelors,37,"Developer, embedded applications or devices",2500,United States of America,,0,Other,105000
40,Remote,Masters,17,"Developer, desktop or enterprise applications",1,United States of America,,0,Other,70000
30,Remote,Bachelors,11,"Developer, full-stack",5,United States of America,People manager,11,Software Development,100000
30,Remote,Some college,12,"Developer, full-stack",50,United States of America,People manager,12,Software Development,275000
